sta,date,prcp
ONI,1991-10-15,457
ONI,1992-10-15,79
ONI,1993-10-15,248
ONI,1994-10-15,1012
ONI,1995-10-15,762
ONI,1996-10-15,490
ONI,1997-10-15,655
ONI,1998-10-15,791
ONI,1999-10-15,247
ONI,2000-10-15,359
ONI,2001-10-15,473
ONI,2002-10-15,168
ONI,2003-10-15,138
ONI,2004-10-15,589
ONI,2005-10-15,144
ONI,2006-10-15,29
ONI,2007-10-15,1245
ONI,2008-10-15,405
ONI,2009-10-15,1055
ONI,2010-10-15,240
ONI,2011-10-15,945
ONI,2012-10-15,86
ONI,2013-10-15,1796
ONI,2014-10-15,149
ONI,2015-10-15,343
ONI,2016-10-15,183
ONI,2017-10-15,241
ONI,2018-10-15,282
ONI,1958-11-15,119
ONI,1959-11-15,89
ONI,1960-11-15,105
ONI,1961-11-15,10
ONI,1962-11-15,39
ONI,1963-11-15,13
ONI,1964-11-15,30
ONI,1965-11-15,61
ONI,1966-11-15,251
ONI,1967-11-15,0
ONI,1968-11-15,53
ONI,1969-11-15,15
ONI,1970-11-15,328
ONI,1971-11-15,510
ONI,1972-11-15,142
ONI,1973-11-15,191
ONI,1974-11-15,76
ONI,1975-11-15,50
ONI,1976-11-15,25
ONI,1977-11-15,574
ONI,1978-11-15,200
ONI,1979-11-15,94
ONI,1980-11-15,79
ONI,1981-11-15,278
ONI,1982-11-15,195
ONI,1983-11-15,283
ONI,1984-11-15,66
ONI,1985-11-15,584
ONI,1986-11-15,266
ONI,1987-11-15,25
ONI,1988-11-15,163
ONI,1989-11-15,191
ONI,1990-11-15,64
ONI,1991-11-15,144
ONI,1992-11-15,376
ONI,1993-11-15,346
ONI,1994-11-15,207
ONI,1995-11-15,226
ONI,1996-11-15,211
ONI,1997-11-15,66
ONI,1998-11-15,338
ONI,1999-11-15,3
ONI,2000-11-15,288
ONI,2001-11-15,445
ONI,2002-11-15,16
ONI,2003-11-15,219
ONI,2004-11-15,79
ONI,2005-11-15,282
ONI,2006-11-15,64
ONI,2007-11-15,11
ONI,2008-11-15,232
ONI,2009-11-15,28
ONI,2010-11-15,67
ONI,2011-11-15,79
ONI,2012-11-15,66
ONI,2013-11-15,89
ONI,2014-11-15,140
ONI,2015-11-15,256
ONI,2016-11-15,255
ONI,2017-11-15,58
ONI,1958-12-15,35
ONI,1959-12-15,38
ONI,1960-12-15,257
ONI,1961-12-15,92
ONI,1962-12-15,53
ONI,1963-12-15,45
ONI,1964-12-15,105
ONI,1965-12-15,145
ONI,1966-12-15,40
ONI,1967-12-15,50
ONI,1968-12-15,462
ONI,1969-12-15,80
ONI,1970-12-15,127
ONI,1971-12-15,69
ONI,1972-12-15,393
ONI,1973-12-15,41
ONI,1974-12-15,13
ONI,1975-12-15,203
ONI,1976-12-15,151
ONI,1977-12-15,194
ONI,1978-12-15,148
ONI,1979-12-15,0
ONI,1980-12-15,155
ONI,1981-12-15,151
ONI,1982-12-15,44
ONI,1983-12-15,178
ONI,1984-12-15,280
ONI,1985-12-15,203
ONI,1986-12-15,0
ONI,1987-12-15,153
ONI,1988-12-15,223
ONI,1989-12-15,106
ONI,1990-12-15,197
ONI,1991-12-15,33
ONI,1992-12-15,201
ONI,1993-12-15,176
ONI,1994-12-15,211
ONI,1995-12-15,85
ONI,1996-12-15,402
ONI,1997-12-15,65
ONI,1998-12-15,72
ONI,1999-12-15,37
ONI,2000-12-15,73
ONI,2001-12-15,36
ONI,2002-12-15,58
ONI,2003-12-15,70
ONI,2004-12-15,33
ONI,2005-12-15,151
ONI,2006-12-15,206
ONI,2007-12-15,75
ONI,2008-12-15,267
ONI,2009-12-15,155
ONI,2010-12-15,381
ONI,2011-12-15,48
ONI,2012-12-15,85
ONI,2013-12-15,195
ONI,2014-12-15,125
ONI,2015-12-15,314
ONI,2016-12-15,418
ONI,2017-12-15,111
RAP,1959-01-15,100
RAP,1960-01-15,42
RAP,1961-01-15,25
RAP,1962-01-15,130
RAP,1963-01-15,262
RAP,1964-01-15,90
RAP,1965-01-15,156
RAP,1966-01-15,62
RAP,1967-01-15,120
RAP,1968-01-15,109
RAP,1969-01-15,29
RAP,1970-01-15,186
RAP,1971-01-15,302
RAP,1972-01-15,60
RAP,1973-01-15,29
RAP,1974-01-15,40
RAP,1975-01-15,268
RAP,1976-01-15,73
RAP,1977-01-15,211
RAP,1978-01-15,51
RAP,1979-01-15,125
RAP,1980-01-15,52
RAP,1981-01-15,36
RAP,1982-01-15,101
RAP,1983-01-15,87
RAP,1984-01-15,26
RAP,1985-01-15,118
RAP,1986-01-15,126
RAP,1987-01-15,11
RAP,1988-01-15,45
RAP,1989-01-15,6
RAP,1990-01-15,57
RAP,1991-01-15,83
RAP,1992-01-15,73
RAP,1993-01-15,173
RAP,1994-01-15,116
RAP,1995-01-15,24
RAP,1996-01-15,217
RAP,1997-01-15,165
RAP,1998-01-15,39
RAP,1999-01-15,55
RAP,2000-01-15,59
RAP,2001-01-15,61
RAP,2002-01-15,14
RAP,2003-01-15,86
RAP,2004-01-15,8
RAP,2005-01-15,140
RAP,2006-01-15,36
RAP,2007-01-15,31
RAP,2008-01-15,87
RAP,2009-01-15,94
RAP,2010-01-15,51
RAP,2011-01-15,138
RAP,2012-01-15,80
RAP,2013-01-15,110
RAP,2014-01-15,52
RAP,2015-01-15,47
RAP,2016-01-15,54
RAP,2017-01-15,90
RAP,2018-01-15,43
RAP,1959-02-15,160
RAP,1960-02-15,219
RAP,1961-02-15,56
RAP,1962-02-15,250
RAP,1963-02-15,233
RAP,1964-02-15,211
RAP,1965-02-15,56
RAP,1966-02-15,256
RAP,1967-02-15,151
RAP,1968-02-15,90
RAP,1969-02-15,186
RAP,1970-02-15,138
RAP,1971-02-15,255
RAP,1972-02-15,113
RAP,1973-02-15,79
RAP,1974-02-15,78
RAP,1975-02-15,90
RAP,1976-02-15,120
RAP,1977-02-15,64
RAP,1978-02-15,215
RAP,1979-02-15,85
RAP,1980-02-15,131
RAP,1981-02-15,23
RAP,1982-02-15,94
RAP,1983-02-15,47
RAP,1984-02-15,47
RAP,1985-02-15,17
RAP,1986-02-15,235
RAP,1987-02-15,434
RAP,1988-02-15,88
RAP,1989-02-15,89
RAP,1990-02-15,94
RAP,1991-02-15,196
RAP,1992-02-15,41
RAP,1993-02-15,156
RAP,1994-02-15,169
RAP,1995-02-15,141
RAP,1996-02-15,26
RAP,1997-02-15,72
RAP,1998-02-15,317
RAP,1999-02-15,6
RAP,2000-02-15,38
RAP,2001-02-15,44
RAP,2002-02-15,51
RAP,2003-02-15,58
RAP,2004-02-15,238
RAP,2005-02-15,41
RAP,2006-02-15,51
RAP,2007-02-15,202
RAP,2008-02-15,131
RAP,2009-02-15,197
RAP,2010-02-15,59
RAP,2011-02-15,295
RAP,2012-02-15,97
RAP,2013-02-15,46
RAP,2014-02-15,70
RAP,2015-02-15,63
RAP,2016-02-15,163
RAP,2017-02-15,119
RAP,2018-02-15,202
RAP,1959-03-15,154
RAP,1960-03-15,199
RAP,1961-03-15,190
RAP,1962-03-15,324
RAP,1963-03-15,407
RAP,1964-03-15,160
RAP,1965-03-15,118
RAP,1966-03-15,452
RAP,1967-03-15,209
RAP,1968-03-15,54
RAP,1969-03-15,169
RAP,1970-03-15,378
RAP,1971-03-15,319
RAP,1972-03-15,121
RAP,1973-03-15,688
RAP,1974-03-15,88
RAP,1975-03-15,622
RAP,1976-03-15,84
RAP,1977-03-15,669
RAP,1978-03-15,103
RAP,1979-03-15,119
RAP,1980-03-15,219
RAP,1981-03-15,32
RAP,1982-03-15,343
RAP,1983-03-15,215
RAP,1984-03-15,177
RAP,1985-03-15,394
RAP,1986-03-15,223
RAP,1987-03-15,290
RAP,1988-03-15,132
RAP,1989-03-15,244
RAP,1990-03-15,298
RAP,1991-03-15,161
RAP,1992-03-15,488
RAP,1993-03-15,211
RAP,1994-03-15,95
RAP,1995-03-15,201
RAP,1996-03-15,269
RAP,1997-03-15,52
RAP,1998-03-15,337
RAP,1999-03-15,338
RAP,2000-03-15,348
RAP,2001-03-15,107
RAP,2002-03-15,176
RAP,2003-03-15,266
RAP,2004-03-15,250
RAP,2005-03-15,280
RAP,2006-03-15,306
RAP,2007-03-15,124
RAP,2008-03-15,152
RAP,2009-03-15,527
RAP,2010-03-15,44
RAP,2011-03-15,234
RAP,2012-03-15,13
RAP,2013-03-15,209
RAP,2014-03-15,279
RAP,2015-03-15,25
RAP,2016-03-15,278
RAP,2017-03-15,135
RAP,2018-03-15,344
RAP,1959-04-15,480
RAP,1960-04-15,307
RAP,1961-04-15,389
RAP,1962-04-15,177
RAP,1963-04-15,968
RAP,1964-04-15,316
RAP,1965-04-15,381
RAP,1966-04-15,636
RAP,1967-04-15,1311
RAP,1968-04-15,463
RAP,1969-04-15,407
RAP,1970-04-15,1177
RAP,1971-04-15,727
RAP,1972-04-15,707
RAP,1973-04-15,684
RAP,1974-04-15,395
RAP,1975-04-15,350
RAP,1976-04-15,688
RAP,1977-04-15,400
RAP,1978-04-15,557
RAP,1979-04-15,81
RAP,1980-04-15,287
RAP,1981-04-15,82
RAP,1982-04-15,176
RAP,1983-04-15,253
RAP,1984-04-15,787
RAP,1985-04-15,80
RAP,1986-04-15,1205
RAP,1987-04-15,5
RAP,1988-04-15,153
RAP,1989-04-15,373
RAP,1990-04-15,197
RAP,1991-04-15,760
RAP,1992-04-15,182
RAP,1993-04-15,776
RAP,1994-04-15,305
RAP,1995-04-15,655
RAP,1996-04-15,415
RAP,1997-04-15,1220
RAP,1998-04-15,72
RAP,1999-04-15,624
RAP,2000-04-15,1004
RAP,2001-04-15,548
RAP,2002-04-15,570
RAP,2003-04-15,520
RAP,2004-04-15,128
RAP,2005-04-15,371
RAP,2006-04-15,530
RAP,2007-04-15,336
RAP,2008-04-15,350
RAP,2009-04-15,927
RAP,2010-04-15,770
RAP,2011-04-15,391
RAP,2012-04-15,783
RAP,2013-04-15,770
RAP,2014-04-15,578
RAP,2015-04-15,168
RAP,2016-04-15,470
RAP,2017-04-15,450
RAP,2018-04-15,434
RAP,1959-05-15,828
RAP,1960-05-15,567
RAP,1961-05-15,328
RAP,1962-05-15,1755
RAP,1963-05-15,300
RAP,1964-05-15,641
RAP,1965-05-15,1771
RAP,1966-05-15,83
RAP,1967-05-15,814
RAP,1968-05-15,429
RAP,1969-05-15,560
RAP,1970-05-15,612
RAP,1971-05-15,940
RAP,1972-05-15,834
RAP,1973-05-15,603
RAP,1974-05-15,336
RAP,1975-05-15,313
RAP,1976-05-15,696
RAP,1977-05-15,633
RAP,1978-05-15,795
RAP,1979-05-15,297
RAP,1980-05-15,402
RAP,1981-05-15,715
RAP,1982-05-15,1651
RAP,1983-05-15,555
RAP,1984-05-15,397
RAP,1985-05-15,315
RAP,1986-05-15,363
RAP,1987-05-15,862
RAP,1988-05-15,826
RAP,1989-05-15,355
RAP,1990-05-15,1238
RAP,1991-05-15,1121
RAP,1992-05-15,627
RAP,1993-05-15,549
RAP,1994-05-15,374
RAP,1995-05-15,1024
RAP,1996-05-15,2080
RAP,1997-05-15,1359
RAP,1998-05-15,596
RAP,1999-05-15,1142
RAP,2000-05-15,608
RAP,2001-05-15,440
RAP,2002-05-15,410
RAP,2003-05-15,335
RAP,2004-05-15,648
RAP,2005-05-15,1346
RAP,2006-05-15,463
RAP,2007-05-15,745
RAP,2008-05-15,1839
RAP,2009-05-15,240
RAP,2010-05-15,1319
RAP,2011-05-15,1493
RAP,2012-05-15,539
RAP,2013-05-15,803
RAP,2014-05-15,391
RAP,2015-05-15,1742
RAP,2016-05-15,214
RAP,2017-05-15,296
RAP,2018-05-15,1026
RAP,1959-06-15,708
RAP,1960-06-15,556
RAP,1961-06-15,193
RAP,1962-06-15,1020
RAP,1963-06-15,1390
RAP,1964-06-15,1190
RAP,1965-06-15,905
RAP,1966-06-15,333
RAP,1967-06-15,1724
RAP,1968-06-15,1780
RAP,1969-06-15,518
RAP,1970-06-15,550
RAP,1971-06-15,488
RAP,1972-06-15,1044
RAP,1973-06-15,163
RAP,1974-06-15,280
RAP,1975-06-15,1430
RAP,1976-06-15,1221
RAP,1977-06-15,448
RAP,1978-06-15,512
RAP,1979-06-15,914
RAP,1980-06-15,1206
RAP,1981-06-15,481
RAP,1982-06-15,736
RAP,1983-06-15,765
RAP,1984-06-15,1200
RAP,1985-06-15,402
RAP,1986-06-15,1159
RAP,1987-06-15,349
RAP,1988-06-15,277
RAP,1989-06-15,266
RAP,1990-06-15,362
RAP,1991-06-15,834
RAP,1992-06-15,553
RAP,1993-06-15,862
RAP,1994-06-15,171
RAP,1995-06-15,1144
RAP,1996-06-15,314
RAP,1997-06-15,874
RAP,1998-06-15,1422
RAP,1999-06-15,1331
RAP,2000-06-15,407
RAP,2001-06-15,906
RAP,2002-06-15,108
RAP,2003-06-15,623
RAP,2004-06-15,258
RAP,2005-06-15,313
RAP,2006-06-15,237
RAP,2007-06-15,246
RAP,2008-06-15,792
RAP,2009-06-15,721
RAP,2010-06-15,1160
RAP,2011-06-15,976
RAP,2012-06-15,518
RAP,2013-06-15,550
RAP,2014-06-15,1333
RAP,2015-06-15,1810
RAP,2016-06-15,311
RAP,2017-06-15,445
RAP,2018-06-15,1540
RAP,1959-07-15,170
RAP,1960-07-15,178
RAP,1961-07-15,535
RAP,1962-07-15,1152
RAP,1963-07-15,517
RAP,1964-07-15,196
RAP,1965-07-15,154
RAP,1966-07-15,998
RAP,1967-07-15,272
RAP,1968-07-15,621
RAP,1969-07-15,1557
RAP,1970-07-15,265
RAP,1971-07-15,371
RAP,1972-07-15,425
RAP,1973-07-15,371
RAP,1974-07-15,174
RAP,1975-07-15,400
RAP,1976-07-15,266
RAP,1977-07-15,758
RAP,1978-07-15,1038
RAP,1979-07-15,1045
RAP,1980-07-15,454
RAP,1981-07-15,1137
RAP,1982-07-15,462
RAP,1983-07-15,493
RAP,1984-07-15,398
RAP,1985-07-15,263
RAP,1986-07-15,232
RAP,1987-07-15,212
RAP,1988-07-15,96
RAP,1989-07-15,209
RAP,1990-07-15,494
RAP,1991-07-15,501
RAP,1992-07-15,830
RAP,1993-07-15,1097
RAP,1994-07-15,164
RAP,1995-07-15,730
RAP,1996-07-15,131
RAP,1997-07-15,933
RAP,1998-07-15,321
RAP,1999-07-15,936
RAP,2000-07-15,525
RAP,2001-07-15,625
RAP,2002-07-15,289
RAP,2003-07-15,123
RAP,2004-07-15,753
RAP,2005-07-15,235
RAP,2006-07-15,194
RAP,2007-07-15,305
RAP,2008-07-15,561
RAP,2009-07-15,449
RAP,2010-07-15,422
RAP,2011-07-15,169
RAP,2012-07-15,398
RAP,2013-07-15,475
RAP,2014-07-15,493
RAP,2015-07-15,1019
RAP,2016-07-15,720
RAP,2017-07-15,272
RAP,2018-07-15,1528
RAP,1959-08-15,91
RAP,1960-08-15,316
RAP,1961-08-15,109
RAP,1962-08-15,262
RAP,1963-08-15,336
RAP,1964-08-15,476
RAP,1965-08-15,373
RAP,1966-08-15,824
RAP,1967-08-15,241
RAP,1968-08-15,626
RAP,1969-08-15,78
RAP,1970-08-15,170
RAP,1971-08-15,132
RAP,1972-08-15,633
RAP,1973-08-15,189
RAP,1974-08-15,347
RAP,1975-08-15,221
RAP,1976-08-15,336
RAP,1977-08-15,455
RAP,1978-08-15,362
RAP,1979-08-15,590
RAP,1980-08-15,604
RAP,1981-08-15,442
RAP,1982-08-15,1228
RAP,1983-08-15,607
RAP,1984-08-15,254
RAP,1985-08-15,474
RAP,1986-08-15,335
RAP,1987-08-15,603
RAP,1988-08-15,503
RAP,1989-08-15,434
RAP,1990-08-15,475
RAP,1991-08-15,146
RAP,1992-08-15,120
RAP,1993-08-15,300
RAP,1994-08-15,235
RAP,1995-08-15,117
RAP,1996-08-15,469
RAP,1997-08-15,999
RAP,1998-08-15,361
RAP,1999-08-15,120
RAP,2000-08-15,178
RAP,2001-08-15,405
RAP,2002-08-15,193
RAP,2003-08-15,120
RAP,2004-08-15,202
RAP,2005-08-15,458
RAP,2006-08-15,449
RAP,2007-08-15,718
RAP,2008-08-15,362
RAP,2009-08-15,377
RAP,2010-08-15,338
RAP,2011-08-15,447
RAP,2012-08-15,148
RAP,2013-08-15,612
RAP,2014-08-15,1022
RAP,2015-08-15,867
RAP,2016-08-15,580
RAP,2017-08-15,525
RAP,2018-08-15,271
RAP,1959-09-15,603
RAP,1960-09-15,173
RAP,1961-09-15,251
RAP,1962-09-15,170
RAP,1963-09-15,307
RAP,1964-09-15,175
RAP,1965-09-15,371
RAP,1966-09-15,721
RAP,1967-09-15,535
RAP,1968-09-15,226
RAP,1969-09-15,91
RAP,1970-09-15,399
RAP,1971-09-15,589
RAP,1972-09-15,62
RAP,1973-09-15,367
RAP,1974-09-15,224
RAP,1975-09-15,8
RAP,1976-09-15,72
RAP,1977-09-15,727
RAP,1978-09-15,47
RAP,1979-09-15,18
RAP,1980-09-15,122
RAP,1981-09-15,42
RAP,1982-09-15,683
RAP,1983-09-15,83
RAP,1984-09-15,187
RAP,1985-09-15,400
RAP,1986-09-15,800
RAP,1987-09-15,174
RAP,1988-09-15,143
RAP,1989-09-15,786
RAP,1990-09-15,620
RAP,1991-09-15,149
RAP,1992-09-15,107
RAP,1993-09-15,372
RAP,1994-09-15,69
RAP,1995-09-15,220
RAP,1996-09-15,395
RAP,1997-09-15,198
RAP,1998-09-15,381
RAP,1999-09-15,216
RAP,2000-09-15,115
RAP,2001-09-15,232
RAP,2002-09-15,623
RAP,2003-09-15,349
RAP,2004-09-15,518
RAP,2005-09-15,146
RAP,2006-09-15,508
RAP,2007-09-15,211
RAP,2008-09-15,221
RAP,2009-09-15,484
RAP,2010-09-15,384
RAP,2011-09-15,191
RAP,2012-09-15,35
RAP,2013-09-15,301
RAP,2014-09-15,806
RAP,2015-09-15,64
RAP,2016-09-15,213
RAP,2017-09-15,292
RAP,2018-09-15,496
RAP,1958-10-15,57
RAP,1959-10-15,57
RAP,1960-10-15,0
RAP,1961-10-15,239
RAP,1962-10-15,414
RAP,1963-10-15,196
RAP,1964-10-15,127
RAP,1965-10-15,145
RAP,1966-10-15,380
RAP,1967-10-15,71
RAP,1968-10-15,36
RAP,1969-10-15,215
RAP,1970-10-15,312
RAP,1971-10-15,514
RAP,1972-10-15,195
RAP,1973-10-15,351
RAP,1974-10-15,299
RAP,1975-10-15,175
RAP,1976-10-15,54
RAP,1977-10-15,271
RAP,1978-10-15,67
RAP,1979-10-15,230
RAP,1980-10-15,579
RAP,1981-10-15,458
RAP,1982-10-15,971
RAP,1983-10-15,443
RAP,1984-10-15,171
RAP,1985-10-15,249
RAP,1986-10-15,418
RAP,1987-10-15,66
RAP,1988-10-15,193
RAP,1989-10-15,379
RAP,1990-10-15,157
RAP,1991-10-15,256
RAP,1992-10-15,173
RAP,1993-10-15,230
RAP,1994-10-15,722
RAP,1995-10-15,615
RAP,1996-10-15,681
RAP,1997-10-15,120
RAP,1998-10-15,1425
RAP,1999-10-15,28
RAP,2000-10-15,390
RAP,2001-10-15,247
RAP,2002-10-15,166
RAP,2003-10-15,126
RAP,2004-10-15,326
RAP,2005-10-15,213
RAP,2006-10-15,88
RAP,2007-10-15,150
RAP,2008-10-15,374
RAP,2009-10-15,502
RAP,2010-10-15,80
RAP,2011-10-15,351
RAP,2012-10-15,112
RAP,2013-10-15,1402
RAP,2014-10-15,137
RAP,2015-10-15,333
RAP,2016-10-15,117
RAP,2017-10-15,147
RAP,2018-10-15,234
RAP,1958-11-15,107
RAP,1959-11-15,302
RAP,1960-11-15,99
RAP,1961-11-15,92
RAP,1962-11-15,21
RAP,1963-11-15,32
RAP,1964-11-15,78
RAP,1965-11-15,38
RAP,1966-11-15,242
RAP,1967-11-15,71
RAP,1968-11-15,118
RAP,1969-11-15,90
RAP,1970-11-15,205
RAP,1971-11-15,201
RAP,1972-11-15,97
RAP,1973-11-15,186
RAP,1974-11-15,31
RAP,1975-11-15,145
RAP,1976-11-15,155
RAP,1977-11-15,210
RAP,1978-11-15,160
RAP,1979-11-15,38
RAP,1980-11-15,144
RAP,1981-11-15,59
RAP,1982-11-15,69
RAP,1983-11-15,272
RAP,1984-11-15,129
RAP,1985-11-15,564
RAP,1986-11-15,355
RAP,1987-11-15,76
RAP,1988-11-15,207
RAP,1989-11-15,110
RAP,1990-11-15,112
RAP,1991-11-15,186
RAP,1992-11-15,102
RAP,1993-11-15,179
RAP,1994-11-15,168
RAP,1995-11-15,107
RAP,1996-11-15,19
RAP,1997-11-15,50
RAP,1998-11-15,288
RAP,1999-11-15,109
RAP,2000-11-15,120
RAP,2001-11-15,18
RAP,2002-11-15,10
RAP,2003-11-15,128
RAP,2004-11-15,3
RAP,2005-11-15,64
RAP,2006-11-15,121
RAP,2007-11-15,8
RAP,2008-11-15,259
RAP,2009-11-15,43
RAP,2010-11-15,108
RAP,2011-11-15,182
RAP,2012-11-15,115
RAP,2013-11-15,96
RAP,2014-11-15,207
RAP,2015-11-15,118
RAP,2016-11-15,59
RAP,2017-11-15,37
RAP,1958-12-15,94
RAP,1959-12-15,67
RAP,1960-12-15,204
RAP,1961-12-15,129
RAP,1962-12-15,49
RAP,1963-12-15,83
RAP,1964-12-15,198
RAP,1965-12-15,30
RAP,1966-12-15,201
RAP,1967-12-15,228
RAP,1968-12-15,149
RAP,1969-12-15,145
RAP,1970-12-15,155
RAP,1971-12-15,40
RAP,1972-12-15,88
RAP,1973-12-15,137
RAP,1974-12-15,32
RAP,1975-12-15,420
RAP,1976-12-15,105
RAP,1977-12-15,93
RAP,1978-12-15,64
RAP,1979-12-15,18
RAP,1980-12-15,169
RAP,1981-12-15,89
RAP,1982-12-15,92
RAP,1983-12-15,121
RAP,1984-12-15,98
RAP,1985-12-15,198
RAP,1986-12-15,3
RAP,1987-12-15,79
RAP,1988-12-15,119
RAP,1989-12-15,210
RAP,1990-12-15,84
RAP,1991-12-15,10
RAP,1992-12-15,145
RAP,1993-12-15,134
RAP,1994-12-15,89
RAP,1995-12-15,34
RAP,1996-12-15,437
RAP,1997-12-15,21
RAP,1998-12-15,16
RAP,1999-12-15,53
RAP,2000-12-15,28
RAP,2001-12-15,0
RAP,2002-12-15,9
RAP,2003-12-15,64
RAP,2004-12-15,16
RAP,2005-12-15,64
RAP,2006-12-15,3
RAP,2007-12-15,131
RAP,2008-12-15,95
RAP,2009-12-15,185
RAP,2010-12-15,155
RAP,2011-12-15,74
RAP,2012-12-15,63
RAP,2013-12-15,143
RAP,2014-12-15,107
RAP,2015-12-15,161
RAP,2016-12-15,196
RAP,2017-12-15,70
